source,target,flow1,flow2
"Aalborg","Aalborg",26,26
"Aalborg","Aarhus",1,3
"Aalborg","Amsterdam",1,2
"Aalborg","Annecy",1,2
"Aalborg","Bale",1,4
"Aalborg","Barcelone",2,2
"Aalborg","Berlin",2,3
"Aalborg","Berne",3,4
"Aalborg","Bologna",3,2
"Aalborg","Bremen",2,4
"Aalborg","Brighton",1,1
"Aalborg","Bruxelles",2,2
"Aalborg","Calais",1,1
"Aalborg","Cologne",6,5
"Aalborg","Copenhague",2,8
"Aalborg","Den Haag",1,4
"Aalborg","Dusseldorf",3,3
"Aalborg","Eindhoven",2,11
"Aalborg","Erfurt",1,2
"Aalborg","Essen",3,2
"Aalborg","Exeter",1,10
"Aalborg","Forli",1,1
"Aalborg","Frankfurt",4,4
"Aalborg","Freiburg",1,38
"Aalborg","Geneve",2,1
"Aalborg","Genova",1,1
"Aalborg","Goteborg",4,1
"Aalborg","Hamburg",1,1
"Aalborg","Hannover",2,13
"Aalborg","Helsinki",8,8
"Aalborg","Linz",3,2
"Aalborg","London",9,4
"Aalborg","Lubeck",1,2
"Aalborg","Lyon",2,3
"Aalborg","Manchester",3,10
"Aalborg","Mannheim",5,1
"Aalborg","Memmingen",3,1
"Aalborg","Milano",6,4
"Aalborg","Molde",1,1
"Aalborg","Monchengladbach",1,1
"Aalborg","Munchen",8,4
"Aalborg","Munster",3,3
"Aalborg","Nantes",1,1
"Aalborg","Nimes",1,1
"Aalborg","Nurnberg",2,2
"Aalborg","Orleans",1,2
"Aalborg","Paderborn",3,4
"Aalborg","Paris",13,15
"Aalborg","Parma",3,6
"Aalborg","Rotterdam",2,3
"Aalborg","Rzeszow",1,1
"Aalborg","Sevilla",1,1
"Aalborg","Siegen",1,1
"Aalborg","Stockholm",1,8
"Aalborg","Stuttgart",6,9
"Aalborg","Thessaloniki",1,1
"Aalborg","Torino",1,1
"Aalborg","Toulouse",1,2
"Aalborg","Utrecht",5,1
"Aalborg","Venezia",3,2
"Aalborg","Verona",1,5
"Aalborg","Vicenza",2,2
"Aalborg","Vitoria-Gasteiz",1,5
"Aalborg","Wien",1,5
"Aalborg","Zurich",7,4
"Aalborg","Zwolle",2,65
"Aarhus","Aalborg",3,1
"Aarhus","Aarhus",94,94
"Aarhus","Amsterdam",5,8
"Aarhus","Ancona",3,2
"Aarhus","Angouleme",2,1
"Aarhus","Baden-Baden",1,2
"Aarhus","Bale",8,11
"Aarhus","Barcelone",7,8
"Aarhus","Bari",2,3
"Aarhus","Beauvais",1,1
"Aarhus","Belfast",1,3
"Aarhus","Bergerac",1,1
"Aarhus","Berlin",8,4
"Aarhus","Berne",1,1
"Aarhus","Besancon",1,4
"Aarhus","Birmingham",6,2
"Aarhus","Bologna",4,2
"Aarhus","Bolzano",1,1
"Aarhus","Bourges",2,4
"Aarhus","Braunschweig",1,1
"Aarhus","Bregenz",2,1
"Aarhus","Bremen",3,7
"Aarhus","Brighton",1,1
"Aarhus","Bristol",1,1
"Aarhus","Bruxelles",2,6
"Aarhus","Caen",1,4
"Aarhus","Calais",1,1
"Aarhus","Camborne-Redruth",1,1
"Aarhus","Cambridge",2,1
"Aarhus","Cardiff",1,1
"Aarhus","Cologne",4,6
"Aarhus","Copenhague",13,7
"Aarhus","Cuneo",1,1
"Aarhus","Den Haag",6,2
"Aarhus","Dijon",1,1
"Aarhus","Dortmund",5,8
"Aarhus","Dresden",1,9
"Aarhus","Dublin",1,1
"Aarhus","Dusseldorf",4,8
"Aarhus","Edinburgh",1,13
"Aarhus","Eindhoven",7,5
"Aarhus","Emden",1,30
"Aarhus","Enschede",1,2
"Aarhus","Erfurt",1,3
"Aarhus","Esbjerg",9,10
"Aarhus","Essen",2,1
"Aarhus","Falun",1,1
"Aarhus","Firenze",1,1
"Aarhus","Flensburg",1,1
"Aarhus","Frankfurt",18,4
"Aarhus","Freiburg",1,38
"Aarhus","Friedrichshafen",2,3
"Aarhus","Gavle-Sandviken",3,3
"Aarhus","Geneve",6,6
"Aarhus","Genova",1,1
"Aarhus","Groningen",1,3
"Aarhus","Hamburg",19,17
"Aarhus","Hannover",8,5
"Aarhus","Helsinki",16,13
"Aarhus","Ingolstadt",1,1
"Aarhus","Innsbruck",3,5
"Aarhus","Karlsruhe",3,1
"Aarhus","Kassel",2,2
"Aarhus","Kaunas",1,1
"Aarhus","Kiel",1,1
"Aarhus","La Rochelle",4,2
"Aarhus","Leeds",2,3
"Aarhus","Leicester-Nottingham",2,5
"Aarhus","Liege",1,1
"Aarhus","Linz",3,3
"Aarhus","London",34,8
"Aarhus","Lubeck",5,2
"Aarhus","Lugano",1,1
"Aarhus","Luxembourg",2,1
"Aarhus","Lyon",2,2
"Aarhus","Madrid",2,1
"Aarhus","Maidstone",1,6
"Aarhus","Mannheim",13,4
"Aarhus","Marseille",1,4
"Aarhus","Metz-Nancy",1,1
"Aarhus","Milano",9,7
"Aarhus","Munchen",34,37
"Aarhus","Munster",12,17
"Aarhus","Nantes",1,1
"Aarhus","Napoli",1,1
"Aarhus","Nevers",1,1
"Aarhus","Newcastle",2,1
"Aarhus","Nurnberg",16,14
"Aarhus","Orleans",2,2
"Aarhus","Oslo",3,2
"Aarhus","Ostende-Bruges",1,1
"Aarhus","Paderborn",9,1
"Aarhus","Pamplona",18,5
"Aarhus","Paris",18,14
"Aarhus","Perugia",2,2
"Aarhus","Roma",2,1
"Aarhus","Rotterdam",23,8
"Aarhus","Saarbrucken",1,1
"Aarhus","Saint-Gall",1,2
"Aarhus","Salzburg",5,1
"Aarhus","San Sebastian",1,1
"Aarhus","Siegen",1,1
"Aarhus","Sion",1,1
"Aarhus","Stavanger",1,1
"Aarhus","Stockholm",5,5
"Aarhus","Strasbourg",2,1
"Aarhus","Stuttgart",19,10
"Aarhus","Swindon",3,2
"Aarhus","Torino",1,1
"Aarhus","Troyes",1,1
"Aarhus","Turku",2,3
"Aarhus","Udine",1,5
"Aarhus","Umea",2,3
"Aarhus","Utrecht",4,3
"Aarhus","Valence",1,9
"Aarhus","Vasteras",1,1
"Aarhus","Venezia",13,3
"Aarhus","Viborg",16,1
"Aarhus","Vicenza",2,2
"Aarhus","Vigo",1,3
"Aarhus","Wien",2,7
"Aarhus","Zurich",16,21
"Aarhus","Zweibrucken",1,30
"Aarhus","Zwolle",4,1
"Aberdeen","Aberdeen",34,34
"Aberdeen","Avignon",1,1
"Aberdeen","Berne",2,2
"Aberdeen","Bournemouth",1,3
"Aberdeen","Braunschweig",1,1
"Aberdeen","Bruxelles",2,6
"Aberdeen","Cambridge",1,1
"Aberdeen","Cardiff",1,1
"Aberdeen","Charleroi",1,1
"Aberdeen","Den Haag",10,8
"Aberdeen","Dortmund",1,8
"Aberdeen","Frankfurt",1,1
"Aberdeen","Geneve",1,1
"Aberdeen","Glasgow",1,1
"Aberdeen","Hannover",1,5
"Aberdeen","Karlsruhe",1,1
"Aberdeen","Kassel",1,2
"Aberdeen","Leeds",1,2
"Aberdeen","Lille",2,5
"Aberdeen","London",5,8
"Aberdeen","Lorient",1,1
"Aberdeen","Luxembourg",1,1
"Aberdeen","Malaga",1,2
"Aberdeen","Manchester",1,2
"Aberdeen","Milano",1,1
"Aberdeen","Munchen",1,4
"Aberdeen","Munster",1,17
"Aberdeen","Newcastle",1,1
"Aberdeen","Norwich",2,6
"Aberdeen","Oslo",6,1
"Aberdeen","Oviedo",1,5
"Aberdeen","Paris",16,24
"Aberdeen","Stavanger",1,1
"Aberdeen","Stuttgart",1,10
"Aberdeen","Toulon",1,1
"Aberdeen","Venezia",1,1
"Aberdeen","Zurich",2,2
"Agen","Agen",6,6
"Agen","Amsterdam",2,1
"Agen","Ancona",1,2
"Agen","Anvers",2,1
"Agen","Baden-Baden",1,2
"Agen","Bale",1,2
"Agen","Berne",2,2
"Agen","Besancon",4,4
"Agen","Birmingham",1,2
"Agen","Brighton",1,1
"Agen","Bruxelles",1,1
"Agen","Chateauroux",1,10
"Agen","Cologne",2,4
"Agen","Den Haag",1,8
"Agen","Dijon",1,1
"Agen","Eindhoven",3,2
"Agen","Enschede",1,1
"Agen","Freiburg",1,2
"Agen","Genova",1,1
"Agen","Hannover",1,5
"Agen","Klagenfurt",1,2
"Agen","Leeds",1,2
"Agen","Liege",1,1
"Agen","Lille",1,5
"Agen","London",2,3
"Agen","Memmingen",1,3
"Agen","Metz-Nancy",1,1
"Agen","Milano",3,1
"Agen","Munchen",1,1
"Agen","Munster",1,2
"Agen","Nantes",1,1
"Agen","Paris",5,9
"Agen","Parma",1,1
"Agen","Rennes",1,4
"Agen","Saint-Gall",1,2
"Agen","Stockholm",1,5
"Agen","Stuttgart",1,1
"Agen","Swindon",1,2
"Agen","Vicenza",2,2
"Agen","Vilnius",1,5
"Agen","Wien",1,1
"Agen","Zurich",1,2
"Ajaccio","Bolzano",1,1
"Ajaccio","Copenhague",2,1
"Ajaccio","Freiburg",2,2
"Ajaccio","Milano",2,1
"Ajaccio","Paris",2,1
"Ajaccio","Turku",1,3
"Ajaccio","Wien",1,1
"Albacete","Berlin",2,4
"Albacete","Eindhoven",1,2
"Albacete","Innsbruck",1,5
"Albacete","Paderborn",3,1
"Albacete","Salzburg",3,1
"Albi","Albi",1,1
"Albi","Annecy",1,2
"Albi","Auxerre",1,1
"Albi","Avignon",2,1
"Albi","Barcelone",4,1
"Albi","Berlin",1,4
"Albi","Birmingham",1,1
"Albi","Bologna",1,3
"Albi","Bournemouth",1,3
"Albi","Caen",1,4
"Albi","Calais",1,1
"Albi","Cologne",1,4
"Albi","Dortmund",2,3
"Albi","Dublin",1,1
"Albi","Dusseldorf",1,1
"Albi","Erfurt",1,3
"Albi","Freiburg",2,2
"Albi","Friedrichshafen",1,3
"Albi","Groningen",1,1
"Albi","Hamburg",2,1
"Albi","Le Mans",1,1
"Albi","London",2,3
"Albi","Lugano",2,1
"Albi","Lyon",2,1
"Albi","Milano",1,1
"Albi","Paris",7,2
"Albi","Rodez",1,1
"Albi","Roma",1,1
"Albi","Tours",2,1
"Albi","Utrecht",3,2
"Albi","Vicenza",2,2
"Albi","Wien",2,1
"Albi","Zurich",2,1
"Alghero","Alghero",2,2
"Alghero","Anvers",2,1
"Alghero","Calais",1,1
"Alghero","Cologne",2,1
"Alghero","Cork",1,2
"Alghero","Frankfurt",2,2
"Alghero","Liverpool",1,1
"Alghero","Lyon",1,1
"Alghero","Milano",3,3
"Alghero","Munster",2,2
"Alghero","Roma",2,1
"Alghero","Torino",1,2
"Alghero","Venezia",1,6
"Alicante","Alicante",38,38
"Alicante","Amsterdam",1,1
"Alicante","Ancona",1,1
"Alicante","Angers",1,2
"Alicante","Augsburg",1,3
"Alicante","Bale",3,3
"Alicante","Barcelone",1,4
"Alicante","Bari",2,3
"Alicante","Berlin",1,4
"Alicante","Birmingham",4,1
"Alicante","Bremen",3,2
"Alicante","Bruxelles",1,1
"Alicante","Cardiff",1,1
"Alicante","Cologne",5,2
"Alicante","Dijon",1,1
"Alicante","Dortmund",2,2
"Alicante","Edinburgh",1,1
"Alicante","Eindhoven",3,2
"Alicante","Emden",1,30
"Alicante","Enschede",1,1
"Alicante","Flensburg",1,1
"Alicante","Frankfurt",3,3
"Alicante","Freiburg",2,2
"Alicante","Geneve",3,1
"Alicante","Hamburg",2,1
"Alicante","Hannover",2,5
"Alicante","Hull",2,6
"Alicante","Leipzig",2,1
"Alicante","Lille",1,1
"Alicante","Linz",1,3
"Alicante","London",2,3
"Alicante","Madrid",2,2
"Alicante","Malmo",3,1
"Alicante","Mannheim",3,2
"Alicante","Milano",9,5
"Alicante","Munchen",2,3
"Alicante","Nurnberg",3,1
"Alicante","Paderborn",4,1
"Alicante","Paris",10,1
"Alicante","Rotterdam",1,8
"Alicante","Santander",2,1
"Alicante","Stuttgart",1,1
"Alicante","Torino",1,2
"Alicante","Tours",1,1
"Alicante","Utrecht",1,2
"Alicante","Venezia",1,3
"Alicante","Vigo",1,3
"Alicante","Zurich",5,1
"Alicante","Zwolle",1,1
"Almeria","Almeria",6,6
"Almeria","Avignon",1,1
"Almeria","Cologne",1,2
"Almeria","Innsbruck",1,5
"Almeria","London",1,3
"Almeria","Madrid",3,3
"Almeria","Murcia",1,2
"Almeria","Paris",4,1
"Almeria","Rotterdam",1,3
"Almeria","Utrecht",1,2
"Almeria","Verona",2,2
"Almeria","Wien",1,4
"Almeria","Zurich",1,1
"Altenburg","Bale",1,3
"Altenburg","Dortmund",1,2
"Altenburg","Dusseldorf",1,2
"Altenburg","Groningen",1,1
"Altenburg","Malmo",1,1
"Altenburg","Milano",3,1
"Altenburg","Munster",1,2
"Altenburg","Siegen",1,4
"Altenburg","Stuttgart",1,1
"Amiens","Amiens",60,60
"Amiens","Ancona",1,1
"Amiens","Anvers",1,1
"Amiens","Baden-Baden",5,2
"Amiens","Bale",1,3
"Amiens","Berlin",1,3
"Amiens","Berne",1,1
"Amiens","Besancon",2,3
"Amiens","Birmingham",10,1
"Amiens","Blackpool",1,5
"Amiens","Bologna",1,5
"Amiens","Bremen",1,2
"Amiens","Brest",1,1
"Amiens","Bristol",2,1
"Amiens","Brive-la-Gaillarde",1,1
"Amiens","Budapest",1,2
"Amiens","Chalon-sur-Saone",2,2
"Amiens","Cologne",10,3
"Amiens","Cuneo",1,1
"Amiens","Dortmund",4,6
"Amiens","Dusseldorf",8,10
"Amiens","Eindhoven",4,2
"Amiens","Emden",2,30
"Amiens","Essen",5,1
"Amiens","Falun",1,1
"Amiens","Frankfurt",10,5
"Amiens","Freiburg",5,3
"Amiens","Friedrichshafen",5,3
"Amiens","Geneve",3,1
"Amiens","Genova",1,1
"Amiens","Glasgow",2,1
"Amiens","Goteborg",1,1
"Amiens","Helsinki",4,2
"Amiens","Ingolstadt",2,1
"Amiens","Karlsruhe",2,1
"Amiens","Letterkenny",1,2
"Amiens","Linz",1,1
"Amiens","Liverpool",1,1
"Amiens","London",11,3
"Amiens","Luxembourg",2,1
"Amiens","Lyon",3,11
"Amiens","Maidstone",2,6
"Amiens","Manchester",3,2
"Amiens","Mannheim",4,12
"Amiens","Memmingen",1,3
"Amiens","Milano",2,18
"Amiens","Munchen",13,18
"Amiens","Munster",5,4
"Amiens","Nimes",1,1
"Amiens","Orleans",1,1
"Amiens","Oxford",1,3
"Amiens","Paderborn",1,6
"Amiens","Paris",28,25
"Amiens","Pori",3,1
"Amiens","Rodez",1,1
"Amiens","Roma",1,2
"Amiens","Rotterdam",1,3
"Amiens","Rouen",1,3
"Amiens","Saarbrucken",2,1
"Amiens","Salamanca",1,99
"Amiens","Siegen",2,3
"Amiens","Strasbourg",5,1
"Amiens","Stuttgart",6,11
"Amiens","Torino",6,6
"Amiens","Toulouse",5,1
"Amiens","Tours",1,1
"Amiens","Utrecht",3,2
"Amiens","Valencia",1,1
"Amiens","Venezia",3,3
"Amiens","Verona",1,2
"Amiens","Vicenza",1,2
"Amiens","Wien",2,1
"Amiens","Zurich",4,20
"Amiens","Zwolle",1,1
"Amsterdam","Aalborg",2,1
"Amsterdam","Aarhus",8,5
"Amsterdam","Aberdeen",1,34
"Amsterdam","Albi",1,1
"Amsterdam","Alicante",1,1
"Amsterdam","Amsterdam",823,823
"Amsterdam","Ancona",3,4
"Amsterdam","Angers",2,2
"Amsterdam","Annecy",5,5
"Amsterdam","Anvers",21,27
"Amsterdam","Augsburg",3,8
"Amsterdam","Avignon",3,5
"Amsterdam","Baden-Baden",1,2
"Amsterdam","Bad Kreuznach",1,1
"Amsterdam","Bale",72,70
"Amsterdam","Barcelone",12,11
"Amsterdam","Bari",3,2
"Amsterdam","Beauvais",2,1
"Amsterdam","Belfast",1,3
"Amsterdam","Berlin",34,39
"Amsterdam","Berne",11,29
"Amsterdam","Besancon",1,3
"Amsterdam","Birmingham",36,24
"Amsterdam","Blackpool",5,5
"Amsterdam","Bologna",12,25
"Amsterdam","Bolzano",1,1
"Amsterdam","Bordeaux",1,1
"Amsterdam","Braunschweig",6,3
"Amsterdam","Bregenz",10,3
"Amsterdam","Bremen",8,19
"Amsterdam","Brest",1,2
"Amsterdam","Brighton",5,6
"Amsterdam","Bruxelles",32,60
"Amsterdam","Budapest",1,5
"Amsterdam","Camborne-Redruth",2,1
"Amsterdam","Cambridge",6,1
"Amsterdam","Cardiff",3,3
"Amsterdam","Charleroi",10,7
"Amsterdam","Clermont-Ferrand",1,1
"Amsterdam","Cologne",50,68
"Amsterdam","Copenhague",15,31
"Amsterdam","Cork",1,2
"Amsterdam","Courtrai",6,3
"Amsterdam","Cuneo",4,1
"Amsterdam","Debrecen",1,1
"Amsterdam","Den Haag",99,118
"Amsterdam","Dijon",4,1
"Amsterdam","Dortmund",12,24
"Amsterdam","Dresden",3,7
"Amsterdam","Dublin",10,4
"Amsterdam","Dundee",1,1
"Amsterdam","Dusseldorf",55,101
"Amsterdam","Edinburgh",1,1
"Amsterdam","Eindhoven",162,128
"Amsterdam","Emden",3,6
"Amsterdam","Enschede",19,22
"Amsterdam","Erfurt",2,5
"Amsterdam","Esbjerg",1,5
"Amsterdam","Essen",12,23
"Amsterdam","Exeter",2,1
"Amsterdam","Firenze",3,3
"Amsterdam","Forli",3,3
"Amsterdam","Fort-de-France",10,1
"Amsterdam","Frankfurt",104,128
"Amsterdam","Freiburg",16,18
"Amsterdam","Friedrichshafen",15,8
"Amsterdam","Galway",1,1
"Amsterdam","Gand",3,16
"Amsterdam","Gavle-Sandviken",2,2
"Amsterdam","Geneve",60,86
"Amsterdam","Genova",14,4
"Amsterdam","Glasgow",1,1
"Amsterdam","Goteborg",4,8
"Amsterdam","Granada",3,7
"Amsterdam","Graz",1,8
"Amsterdam","Grenoble",8,6
"Amsterdam","Groningen",13,17
"Amsterdam","Halmstad",1,1
"Amsterdam","Hamburg",24,42
"Amsterdam","Hannover",22,33
"Amsterdam","Helsinki",50,55
"Amsterdam","Hof",3,5
"Amsterdam","Innsbruck",1,2
"Amsterdam","Joensuu",2,2
"Amsterdam","Jonkoping",1,1
"Amsterdam","Kalmar",1,1
"Amsterdam","Karlsruhe",8,11
"Amsterdam","Kassel",2,6
"Amsterdam","Katowice",1,1
"Amsterdam","Kiel",1,2
"Amsterdam","Klagenfurt",3,6
"Amsterdam","Krakow",1,1
"Amsterdam","La Rochelle",10,2
"Amsterdam","Leeds",8,7
"Amsterdam","Leicester-Nottingham",3,10
"Amsterdam","Le Mans",1,1
"Amsterdam","Letterkenny",3,2
"Amsterdam","Liege",4,10
"Amsterdam","Lille",14,6
"Amsterdam","Limerick",1,1
"Amsterdam","Linz",14,14
"Amsterdam","Liverpool",5,4
"Amsterdam","Logrono",1,1
"Amsterdam","London",283,112
"Amsterdam","Lorient",1,18
"Amsterdam","Lubeck",29,13
"Amsterdam","Lugano",6,28
"Amsterdam","Luxembourg",3,1
"Amsterdam","Lyon",10,13
"Amsterdam","Maastricht",12,14
"Amsterdam","Madrid",14,15
"Amsterdam","Maidstone",3,6
"Amsterdam","Malaga",1,2
"Amsterdam","Malmo",16,11
"Amsterdam","Manchester",3,2
"Amsterdam","Mannheim",44,35
"Amsterdam","Marseille",3,3
"Amsterdam","Memmingen",4,10
"Amsterdam","Metz-Nancy",3,1
"Amsterdam","Milano",78,139
"Amsterdam","Monchengladbach",7,9
"Amsterdam","Montbeliard",1,1
"Amsterdam","Montpellier",6,1
"Amsterdam","Munchen",166,179
"Amsterdam","Munster",14,26
"Amsterdam","Nantes",2,3
"Amsterdam","Napoli",1,2
"Amsterdam","Newcastle",8,2
"Amsterdam","Nice",9,1
"Amsterdam","Nimes",1,1
"Amsterdam","Niort",2,1
"Amsterdam","Nurnberg",44,48
"Amsterdam","Orleans",4,3
"Amsterdam","Oslo",7,13
"Amsterdam","Ostende-Bruges",2,1
"Amsterdam","Oulu",1,1
"Amsterdam","Oxford",2,3
"Amsterdam","Paderborn",19,22
"Amsterdam","Palermo",10,5
"Amsterdam","Palma de Mallorca",1,2
"Amsterdam","Pamplona",1,4
"Amsterdam","Paris",389,349
"Amsterdam","Parma",2,9
"Amsterdam","Perugia",1,2
"Amsterdam","Pisa",4,1
"Amsterdam","Pori",1,1
"Amsterdam","Poznan",1,2
"Amsterdam","Reims",2,3
"Amsterdam","Roma",9,8
"Amsterdam","Ronneby",1,1
"Amsterdam","Roros",2,2
"Amsterdam","Rotterdam",120,85
"Amsterdam","Saint-Brieuc",4,1
"Amsterdam","Saint-Etienne",8,3
"Amsterdam","Saint-Gall",6,5
"Amsterdam","Saint-Moritz",2,4
"Amsterdam","Salzburg",1,1
"Amsterdam","San Sebastian",2,5
"Amsterdam","Santa Cruz de Tenerife",1,1
"Amsterdam","Siegen",6,13
"Amsterdam","Siena",1,6
"Amsterdam","Sion",8,2
"Amsterdam","Southampton",6,12
"Amsterdam","Stockholm",39,27
"Amsterdam","Strasbourg",13,26
"Amsterdam","Stuttgart",106,146
"Amsterdam","Sundsvall",2,30
"Amsterdam","Swindon",4,4
"Amsterdam","Tarbes",1,2
"Amsterdam","Torino",21,12
"Amsterdam","Toulon",1,2
"Amsterdam","Toulouse",2,5
"Amsterdam","Trieste",3,2
"Amsterdam","Trondheim",1,1
"Amsterdam","Troyes",1,2
"Amsterdam","Turku",5,1
"Amsterdam","Udine",3,2
"Amsterdam","Utrecht",40,43
"Amsterdam","Vaasa",2,1
"Amsterdam","Valence",4,1
"Amsterdam","Valencia",2,1
"Amsterdam","Vasteras",5,1
"Amsterdam","Venezia",13,28
"Amsterdam","Verona",11,11
"Amsterdam","Viborg",2,1
"Amsterdam","Vicenza",4,2
"Amsterdam","Warszawa",2,1
"Amsterdam","Wien",27,80
"Amsterdam","Zurich",65,90
"Amsterdam","Zwolle",35,33
"Ancona","Aarhus",2,3
"Ancona","Albacete",3,1
"Ancona","Alicante",1,1
"Ancona","Amiens",1,1
"Ancona","Amsterdam",4,3
"Ancona","Ancona",188,188
"Ancona","Angers",3,1
"Ancona","Angouleme",2,1
"Ancona","Annecy",1,1
"Ancona","Anvers",1,27
"Ancona","Augsburg",2,1
"Ancona","Avignon",3,5
"Ancona","Baden-Baden",10,2
"Ancona","Bad Kreuznach",1,1
"Ancona","Bale",12,5
"Ancona","Barcelone",3,4
"Ancona","Bari",1,2
"Ancona","Beauvais",3,1
"Ancona","Berlin",2,2
"Ancona","Berne",4,2
"Ancona","Bilbao",2,1
"Ancona","Birmingham",6,5
"Ancona","Bologna",35,20
"Ancona","Bregenz",8,5
"Ancona","Bremen",3,1
"Ancona","Brest",1,2
"Ancona","Brighton",1,6
"Ancona","Brive-la-Gaillarde",1,1
"Ancona","Bruxelles",31,45
"Ancona","Budapest",2,5
"Ancona","Caen",2,1
"Ancona","Cambridge",6,1
"Ancona","Cardiff",1,3
"Ancona","Catania",1,1
"Ancona","Chambery",2,4
"Ancona","Cologne",17,4
"Ancona","Copenhague",1,31
"Ancona","Courtrai",3,2
"Ancona","Cuneo",13,3
"Ancona","Den Haag",1,1
"Ancona","Dortmund",7,9
"Ancona","Dresden",5,6
"Ancona","Dublin",1,1
"Ancona","Dusseldorf",8,6
"Ancona","Edinburgh",1,1
"Ancona","Eindhoven",18,6
"Ancona","Emden",1,6
"Ancona","Erfurt",1,1
"Ancona","Eskilstuna",1,1
"Ancona","Essen",5,2
"Ancona","Exeter",1,1
"Ancona","Firenze",7,4
"Ancona","Foggia",1,1
"Ancona","Forli",29,21
"Ancona","Frankfurt",17,15
"Ancona","Freiburg",9,8
"Ancona","Friedrichshafen",7,12
"Ancona","Gand",4,16
"Ancona","Gavle-Sandviken",1,2
"Ancona","Geneve",4,11
"Ancona","Genova",3,4
"Ancona","Gerona",1,2
"Ancona","Graz",4,2
"Ancona","Grenoble",1,3
"Ancona","Groningen",2,3
"Ancona","Hamburg",4,2
"Ancona","Hannover",9,5
"Ancona","Helsinki",3,10
"Ancona","Ingolstadt",2,7
"Ancona","Innsbruck",1,1
"Ancona","Jonkoping",1,1
"Ancona","Karlsruhe",5,6
"Ancona","La Rochelle",9,2
"Ancona","Leeds",2,2
"Ancona","Leicester-Nottingham",2,10
"Ancona","Leipzig",1,1
"Ancona","Lille",5,1
"Ancona","Limoges",1,2
"Ancona","Linz",9,5
"Ancona","Ljubljana",1,2
"Ancona","London",12,3
"Ancona","Lubeck",1,13
"Ancona","Lugano",1,28
"Ancona","Lyon",9,5
"Ancona","Maastricht",1,1
"Ancona","Madrid",3,2
"Ancona","Manchester",1,2
"Ancona","Mannheim",6,2
"Ancona","Marseille",2,3
"Ancona","Memmingen",10,13
"Ancona","Metz-Nancy",2,1
"Ancona","Milano",82,51
"Ancona","Munchen",48,84
"Ancona","Munster",2,4
"Ancona","Nantes",1,2
"Ancona","Napoli",1,1
"Ancona","Nurnberg",22,10
"Ancona","Orleans",3,1
"Ancona","Oslo",1,13
"Ancona","Oxford",1,3
"Ancona","Paderborn",34,32
"Ancona","Pamplona",2,1
"Ancona","Paris",46,21
"Ancona","Parma",13,12
"Ancona","Perugia",6,2
"Ancona","Pescara",4,3
"Ancona","Pisa",3,2
"Ancona","Reims",3,1
"Ancona","Roma",3,2
"Ancona","Ronneby",2,1
"Ancona","Rotterdam",3,1
"Ancona","Rouen",1,4
"Ancona","Saarbrucken",2,1
"Ancona","Saint-Etienne",3,1
"Ancona","Saint-Gall",6,1
"Ancona","Saint-Moritz",1,1
"Ancona","Salzburg",3,5
"Ancona","San Sebastian",1,3
"Ancona","Siegen",3,8
"Ancona","Sion",1,2
"Ancona","Southampton",1,12
"Ancona","Stockholm",8,12
"Ancona","Strasbourg",2,26
"Ancona","Stuttgart",63,34
"Ancona","Swindon",2,4
"Ancona","Torino",17,18
"Ancona","Toulon",1,2
"Ancona","Toulouse",3,5
"Ancona","Trieste",1,1
"Ancona","Udine",14,8
"Ancona","Utrecht",2,5
"Ancona","Valence",1,1
"Ancona","Valencia",2,5
"Ancona","Venezia",62,27
"Ancona","Verona",8,19
"Ancona","Viborg",1,1
"Ancona","Vicenza",8,9
"Ancona","Wien",2,10
"Ancona","Zaragoza",2,1
"Ancona","Zurich",30,20
"Ancona","Zwolle",2,33
"Angers","Amiens",1,1
"Angers","Amsterdam",2,2
"Angers","Ancona",1,3
"Angers","Angers",38,38
"Angers","Augsburg",1,5
"Angers","Baden-Baden",1,2
"Angers","Bale",5,3
"Angers","Barcelone",1,1
"Angers","Berlin",3,2
"Angers","Berne",2,1
"Angers","Birmingham",5,3
"Angers","Bologna",1,3
"Angers","Bourges",1,2
"Angers","Bremen",1,1
"Angers","Brest",1,2
"Angers","Bruxelles",2,45
"Angers","Cambridge",2,1
"Angers","Cologne",4,1
"Angers","Copenhague",2,1
"Angers","Cork",1,2
"Angers","Courtrai",2,3
"Angers","Cuneo",1,3
"Angers","Dijon",1,1
"Angers","Dresden",2,8
"Angers","Dusseldorf",4,2
"Angers","Eindhoven",6,2
"Angers","Epinal",1,1
"Angers","Essen",3,5
"Angers","Exeter",1,1
"Angers","Frankfurt",11,10
"Angers","Geneve",2,1
"Angers","Goteborg",1,3
"Angers","Granada",2,7
"Angers","Grenoble",1,3
"Angers","Hamburg",1,2
"Angers","Hannover",1,5
"Angers","Helsinki",6,10
"Angers","Kiel",1,2
"Angers","La Rochelle",1,2
"Angers","Leeds",1,2
"Angers","Liege",1,2
"Angers","Lille",2,5
"Angers","Limerick",1,1
"Angers","Linz",1,5
"Angers","London",12,3
"Angers","Lubeck",3,3
"Angers","Lyon",12,1
"Angers","Malmo",3,11
"Angers","Manchester",1,1
"Angers","Mannheim",3,2
"Angers","Marseille",1,4
"Angers","Memmingen",1,4
"Angers","Metz-Nancy",3,9
"Angers","Milano",13,7
"Angers","Montpellier",4,1
"Angers","Munchen",5,10
"Angers","Munster",13,8
"Angers","Nantes",2,6
"Angers","Nevers",2,1
"Angers","Newcastle",2,2
"Angers","Nice",1,1
